FL16Y,glon,glat,association,logS
FL16Y J1613.3-190,355.124,22.710,blazar,-11.687
FL16Y J1613.3-422,337.889,6.351,blazar,-11.219
FL16Y J1613.7+341,55.138,46.370,blazar,-11.064
FL16Y J1614.2+502,78.469,45.285,blazar,-12.216
FL16Y J1614.4-571,327.826,-4.480,unID,-11.394
FL16Y J1614.5-223,352.633,20.203,msp,-10.592
FL16Y J1614.8-085,4.137,29.022,blazar,-11.957
FL16Y J1615.2-513,331.760,-0.533,psr,-10.475
FL16Y J1615.2-543,329.710,-2.684,unID,-11.181
FL16Y J1615.3-514,331.659,-0.659,other,-10.338
FL16Y J1615.4+084,21.977,38.521,unID,-12.091
FL16Y J1615.4-151,358.710,24.888,unID,-11.747
FL16Y J1615.5-603,325.560,-7.017,unID,-11.457
FL16Y J1615.6+213,37.635,43.449,blazar,-11.310
FL16Y J1615.7+471,73.869,45.606,blazar,-11.352
FL16Y J1616.1+463,72.935,45.613,blazar,-11.753
FL16Y J1616.2-505,332.365,-0.131,other,-9.881
FL16Y J1616.5-500,332.965,0.421,unID,-10.657
FL16Y J1616.6+332,54.203,45.707,blazar,-11.671
FL16Y J1616.6-534,330.482,-2.167,unID,-10.984
FL16Y J1616.9+410,65.155,45.919,blazar,-11.617
FL16Y J1617.0-225,352.686,19.482,other,-11.398
FL16Y J1617.2-254,350.608,17.598,blazar,-11.356
FL16Y J1617.2-584,326.963,-5.906,blazar,-11.025
FL16Y J1617.3-151,359.042,24.566,blazar,-11.751
FL16Y J1617.3+003,13.619,33.995,unID,-11.547
FL16Y J1617.4-442,337.079,4.443,unID,-11.243
FL16Y J1617.5-581,327.407,-5.504,unID,-11.435
FL16Y J1617.5-060,7.140,30.152,unID,-11.500
FL16Y J1617.9-771,313.431,-18.865,blazar,-10.738
FL16Y J1617.9+514,80.000,44.446,blazar,-11.662
FL16Y J1617.9-511,332.279,-0.617,unID,-10.680
FL16Y J1618.5-462,335.709,2.771,msp,-11.157
FL16Y J1618.5-650,322.579,-10.483,unID,-12.170
FL16Y J1618.5-503,332.917,-0.097,unID,-10.663
FL16Y J1618.7+061,19.793,36.648,blazar,-11.627
FL16Y J1618.7-453,336.443,3.450,unID,-11.239
FL16Y J1618.9-392,340.797,7.782,unID,-11.673
FL16Y J1619.0+753,109.077,35.312,blazar,-11.791
FL16Y J1619.4+553,85.217,43.301,blazar,-11.569
FL16Y J1619.5-834,308.249,-23.214,blazar,-11.876
FL16Y J1619.8-510,332.691,-0.612,unID,-10.419
FL16Y J1619.8-631,324.031,-9.268,other,-11.861
FL16Y J1619.9-521,331.862,-1.462,blazar,-11.355
FL16Y J1619.9+544,84.101,43.445,unID,-11.932
FL16Y J1619.9-514,332.211,-1.128,unID,-11.088
FL16Y J1620.6-492,333.886,0.406,psr,-9.884
FL16Y J1620.7-263,350.528,16.449,unID,-11.339
FL16Y J1620.7-460,336.246,2.763,unID,-11.236
FL16Y J1620.8-472,335.381,1.885,unID,-11.083
FL16Y J1620.8-503,333.117,-0.400,unID,-10.540
FL16Y J1620.8-572,328.238,-5.294,unID,-11.501
FL16Y J1620.8-500,333.520,-0.002,unID,-10.469
FL16Y J1620.8+485,76.015,44.503,unID,-12.061
FL16Y J1621.2-003,13.077,32.541,blazar,-11.913
FL16Y J1621.4-451,336.979,3.335,unID,-11.304
FL16Y J1621.7-110,3.340,26.303,blazar,-11.309
FL16Y J1621.7+670,99.472,39.081,unID,-12.004
FL16Y J1622.0-720,317.644,-15.527,unID,-11.503
FL16Y J1622.2-193,356.277,20.858,unID,-11.513
FL16Y J1622.7-493,334.039,0.097,unID,-10.468
FL16Y J1622.8-425,338.814,4.778,unID,-11.337
FL16Y J1622.9+440,69.205,44.679,blazar,-12.221
FL16Y J1623.0-500,333.711,-0.297,psr,-10.228
FL16Y J1623.0-031,10.716,30.671,msp,-11.171
FL16Y J1623.1+574,87.803,42.229,unID,-11.725
FL16Y J1623.1-463,336.227,2.165,unID,-11.108
FL16Y J1623.3-224,353.819,18.484,unID,-11.280
FL16Y J1623.4+085,23.436,36.876,blazar,-11.662
FL16Y J1624.0-693,319.631,-13.969,msp,-11.450
FL16Y J1624.0-494,334.097,-0.151,unID,-10.869
FL16Y J1624.1-404,340.545,6.143,psr,-10.576
FL16Y J1624.1-441,337.991,3.640,unID,-11.118
FL16Y J1624.3-395,341.189,6.716,msp,-11.104
FL16Y J1624.4-420,339.561,5.097,blazar,-11.130
FL16Y J1624.5+565,86.610,42.275,blazar,-11.604
FL16Y J1624.7-235,353.172,17.512,unID,-11.039
FL16Y J1624.9-492,334.442,-0.027,unID,-10.862
FL16Y J1625.0-360,344.081,9.277,blazar,-11.135
FL16Y J1625.1-002,13.889,31.831,msp,-10.682
FL16Y J1625.3-453,337.210,2.600,unID,-11.110
FL16Y J1625.7-252,352.137,16.315,blazar,-10.449
FL16Y J1625.7+434,68.801,44.180,blazar,-11.749
FL16Y J1625.8+413,65.763,44.244,blazar,-11.406
FL16Y J1626.0+543,83.586,42.630,blazar,-12.982
FL16Y J1626.0-295,348.816,13.319,blazar,-10.486
FL16Y J1626.2-590,327.585,-6.922,other,-11.812
